STATION CODE,LOCATIONS,STATE,D.O. (mg/l),PH,B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),FECAL COLIFORM (MPN/100ml),WQI
2298,R KUPPAM AT RAYAROM,KERALA,7.9,7.2,1.1,0.3,319.0,52.721626086956526
1093,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",MAHARASHTRA,6.54,7.23,4.01,0.31,8.0,78.54545002898553
1404,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",TRIPURA,6.3,7.6,2.8,0.1,442.0,85.07397072463768
2285,R MAMOM AT MAMOM BRIDGE,KERALA,7.8,7.1,0.7,0.87,875.0,60.484613043478255
1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",PUNJAB,5.8,7.2,8.5,3.83,1089.0,146.76069884057972
2708,"SURYA RIVER AT INTAKE OF VASAINANVIRAR W/S SCHEME, MASVAN, PALGHAR, THANE",MAHARASHTRA,7.0,8.0,2.9,0.56,31.0,80.40133536231886
1328,TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU,7.0,7.1,1.9,0.08,47.0,56.211715362318834
1544,VALVANT AT SANKLI NAN BICHOLIM,GOA,7.1,6.5,1.7,0.13,2926.0,108.9377950724638
2624,MARKANDA U/S KALA AMB,HIMACHAL PRADESH,7.8,8.2,1.2,0.1,16.0,64.63008637681158
3027,"TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANAICUT, TIRUNELVELI, TAMILNADU",TAMILNADU,6.8,6.9,2.5,0.1,14.0,58.30269594202898
1565,"PAMBA DOWN, KERALA",KERALA,6.8,6.705,0.9,0.48,0.48,41.10557060869566
2708,"SURYA AT INTAKE OF VASAINANVIRAR W/S SCHEME, MASVAN, PALGHAR",MAHARASHTRA,7.1,8.3,3.2,0.48,67.0,88.58632173913045
2294,R KALLAI AT KALLAI BRIDGE,KERALA,5.8,7.5,0.8,0.25,435.0,71.98210550724639
1428,"KHARKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",MEGHALAYA,6.5,3.1,6.1,0.52,32.0,26.1432168115942
2289,R KARUVANNURR AT KARUVANNUR BRIDGE,KERALA,6.4,6.5,1.3,0.34,255.0,48.17336376811594
1155,"KARAMANA AT MOONNATTUMUKKU, KERALA",KERALA,4.1,6.78,6.79,1.37,2150.0,155.25930510144926
2466,"DAMANGANGA AT VILLAGE NAMDHA, VAPI",DAMAN,4.2,8.2,42.0,34.275,5.5,447.1910834782609
2352,"RIVER VAMSHADHARA, KALINGAPATNAM,VIZIANAGARAM",ANDHRA PRADESH,6.1,7.7,1.2,1.0,3.0,63.96100463768115
1566,"THIRURANGADY, KERALA",KERALA,6.2,6.5,0.8,1.2,1075.0,63.28350434782608
42,"KALLADA AT PANATHOTTUM KADAVU, PUNALOOR, KERALA",KERALA,6.9,7.183333333333334,1.1,0.2,0.2,50.20212698550725
1870,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",HIMACHAL PRADESH,4.0,7.65,36.0,2.89,1190.0,408.3755707246376
1642,"NAGAVALLI AT JAYKAYPUR D/S, ORISSA",ORISSA,7.1,7.7,2.3,1.73,2882.0,134.0089684057971
1149,"KOLAK AT PATALIA BDG., GUJARAT",GUJARAT,5.3,7.8,2.8,1.0,9.0,83.90772028985508
2672,"KUNDALIKA  AT DHATAV AT JACKWELL, DHATAV, ROHA, RAIGAD",MAHARASHTRA,6.9,7.4,3.5,0.27,482.0,85.81245565217392
2274,MAPUSA ON CULVERT ON HIGHWAY MAPUSANANPANAJI,GOA,6.3,6.2,1.5,0.59,8.0,39.62026405797102
2949,"RIVER LUNI AT RANAKPUR DAM, RANAKPUR, PALI, RAJASTHAN",RAJASTHAN,5.6,8.1,1.1,0.0,4.0,72.34218608695653
3359,"UMKHRAH RIVER AT DEMTHRING, SHILLONG",MEGHALAYA,1.5,6.9,33.9,16.9,23232.0,884.2552446376812
2676,"MUCHKUNDI RIVER AT WAKED NEAR M/S ASAHI INDIA GLASS LTD, WAKED, LANJA, RATNAGIRI",MAHARASHTRA,6.8,7.8,2.6,1.99,2.0,74.78259594202899
2294,R KALLAI AT KALLAI BRIDGE,KERALA,3.7,7.7,1.2,0.9,40000.0,979.6386182608696
3382,"MANDA RIVER (DUDHAI RIVER) AT WAGAISI, EAST GARO HILLS",MEGHALAYA,7.2,7.4,2.0,2.8,26.0,61.16062811594204
3191,RIVER SINQUERIM NEAR NERUL TEMPLE,GOA,5.3,7.6,1.4,0.08,952.0,89.16059362318842
2706,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",MAHARASHTRA,6.5,8.1,4.0,0.55,46.0,94.9936168115942
1703,"GHAGGER AT MOONAK, PUNJAB",PUNJAB,5.2,7.5,28.5,3.55,28750.0,976.2752272463767
1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",TAMILNADU,6.5,7.4,2.0,0.6,177.0,67.90948347826088
1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",TAMIL NADU,6.7,7.4,2.0,0.3,158.0,66.3538095652174
1717,"KODRA DAM, MOUNT ABU, RAJASTHAN",RAJASTHAN,5.6,7.4,2.2,0.38,5.0,69.90875275362319
3460,"KALPATHI PUZHA AT KALPATHI, PALAKKAD",KERALA,6.1,7.8,1.3,0.54,422.0,76.53167130434782
2305,R SHRIYA AT ANGADIMOGARU,KERALA,7.0,7.4,1.0,0.12,230.0,57.6151086956522
1461,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",MAHARASHTRA,7.1,7.51,4.63,0.21,10.0,86.21983173913043
1698,"GHAGGAR AT D/S CHHATBIR, PUNJAB",PUNJAB,5.7,7.4,9.5,3.1,5000.0,250.51663246376813
21,"CHALIYAR AT CHUNGAPALLY, KERALA",KERALA,6.7,6.9,0.6,0.28,433.0,52.54982289855073
2299,R RAMAPURAM AT RAMAPURAM BRIDGE,KERALA,4.2,6.5,1.4,0.39,210.0,62.852143478260864
1427,"UMTREW AT BYRNIHAT EAST, MEGHALAYA",MEGHALAYA,7.2,7.1,6.7,5.56,303.0,104.077288115942
2466,"DAMANGANGA AT VILLAGE NAMDHA, VAPI",DAMAN,5.8,7.7,27.0,10.45,4.0,296.6500055072464
2427,VANSADHARA ATGUNUPUR (INTERSTATE BOUNDRY),ODISHA,7.4,7.9,0.8,0.9,4948.0,170.50644086956524
1862,RIVER KAVERI ON BRIDGE AT BILLIMORANANVALSAD ROAD,GUJARAT,6.5,8.14,5.3,1.4,9200.0,313.2853101449276
1093,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",MAHARASHTRA,6.4,7.3,4.0,0.24,126.0,83.0642904347826
1149,"KOLAK AT PATALIA BDG., GUJARAT",GUJARAT,7.5,7.694285714285714,4.0,0.6900000000000001,257.0,88.23236791304348
2164,VASHISTI AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,MAHARASHTRA,6.7,7.8,2.5,0.83,2.0,74.21733623188405
1456,"RUSHIKULYA AT GANJAM D/S, ORISSA",ORISSA,7.8,8.0,2.1,0.59,277.0,77.89455971014496
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",TRIPURA,5.7,7.8,3.4,0.2,469.0,97.35946579710144
1161,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",TAMIL NADU,6.98,6.72,1.5,0.22,34.0,45.90478542028984
2082,"TRIVENI SANGAM, NR. SOMNATH TEMPLE, VERAVAL, DIST. JUNAGADH.",GUJARAT,5.0,7.7,3.1,0.1,41.0,97.09398115942028
2286,R AYROOR AT AYROOR BRIDGE,KERALA,3.5,6.9,0.7,0.15,265.0,63.93305217391304
3468,"PERIYAR AT KWA INTAKENAN ALUVA, ERNAKULAM",KERALA,7.1,6.9,1.2,0.29,451.0,55.33654840579711
1338,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",KERALA,7.1,6.75,1.32,0.18,147.0,46.78691973913044
2423,"BUDHABALANGA, D/S OF BARIPADA TOWN",ODISHA,7.7,7.9,1.3,0.8,30790.0,749.8341066666667
1568,"VALAYAM, KERALA",KERALA,6.8,6.7,0.4,1.47,30.0,36.72442260869565
1155,"KARAMANA AT MOONNATTUMUKKU, KERALA",KERALA,1.9,7.7,26.9,2.8,10875.0,560.8819968115941
1339,"MEENACHIL AT KIDANGOOR, KERALA",KERALA,6.7,6.2,0.7,0.4,1325.0,60.111962898550736
3026,"TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI, TAMILNADU",TAMILNADU,6.6,6.2,2.5,0.1,11.0,47.00652985507247
1631,MYNTDU JAINTIA HILLS MEGHALAYA,MEGHALAYA,6.4,7.02,3.18,2.68,2225.0,118.09598236811594
1475,ZUARI AT PANCHAWADI,GOA,6.5,6.9,1.5,0.1,555.0,63.45109681159421
2332,R BHARATHAPUZHA AT PATTAMBI,KERALA,6.9,7.5,0.8,0.55,1000.0,75.39574898550724
2272,"RIVER KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM",GOA,6.7,6.6,1.0,0.22,1104.0,65.13140289855073
1448,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",ANDHRA PRADESH,5.5,7.6,1.3,0.9,18.0,66.35491304347826
1462,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",MAHARASHTRA,6.6,7.2,4.5,0.83,285.0,88.3731631884058
1546,"RIVER KHANDEPAR AT OPA NAN PONDA, GOA",GOA,7.68,6.88,1.02,3.37,18.0,41.04715672463768
1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",TAMIL NADU,6.92,7.63,2.0,0.22,325.0,73.0416715942029
1701,"D/S JHARMAL NADI, PUNJAB",PUNJAB,4.8,7.2,20.3,4.0,22875.0,746.1275750724639
1328,"TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU",TAMILNADU,6.7,6.3,2.7,0.2,9.0,49.99791623188407
1565,"PAMBA DOWN, KERALA",KERALA,4.2,7.0,0.6,1.04,240.0,60.86953014492753
2947,"RIVER JAWAI AT JAWAI DAM, SIROHI, RAJASTHAN",RAJASTHAN,4.9,8.3,1.0,0.0,4.0,78.30759478260869
1154,"CHALAKUDY AT PULICKALKANANDAVU, KERALA",KERALA,6.8,6.6,2.0,0.5,148.0,51.77524927536232
2295,R CORAPUZHA AT KANAYANKODE,KERALA,6.2,6.7,0.5,0.15,510.0,51.70804434782608
2303,R PULLUR AT PULLUR BR.,KERALA,5.8,6.5,1.5,0.13,1800.0,87.35420550724638
3028,"TAMBIRAPARANI AT VELLAKOIL, TIRUNELVELI, TAMILNADU",TAMILNADU,6.0,6.6,3.9,2.0,22.0,69.71280492753621
2286,R AYROOR AT AYROOR BRIDGE,KERALA,6.3,6.9,1.6,0.0,787.0,70.20793739130437
1442,"VAMANAPURAM, KERALA",KERALA,7.4,6.6,0.7,0.29,288.0,40.614747536231874
3361,"UMKHRAH RIVER ATMAWLAI, SLAUGHTER",MEGHALAYA,1.0,7.2,57.2,20.3,48665.0,1671.4147927536233
2651,"AMBA AT D/S OF WAKEN BRIDGENANU/S OF JS PETROCHEMICALS, WAKENPHATA, ROHA",MAHARASHTRA,6.9,7.7,3.3,0.56,53.0,79.68866231884058
2335,R PERIYAR AT KALAMASSERY,KERALA,4.6,7.0,1.7,0.28,631.0,77.57324898550725
1384,"MANIMALA AT THONDRA, KERALA",KERALA,6.6,7.0,1.4,0.1,550.0,63.24192985507247
1162,TAMBIRAPARANI AT MURAPPANADU,TAMILNADU,7.2,7.2,2.1,0.14,33.0,58.48962144927537
1384,MANIMALA AT THONDRA,KERALA,6.8,6.9,1.7,0.4,825.0,69.416135942029
2671,"KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINA ZONE), SALAV, ROHA, RAIGAD",MAHARASHTRA,5.3,7.7,9.9,1.2,156.0,153.46720695652175
1545,RIVER MADAI AT DABOS NAN  VALPOI,GOA,7.4,6.8,1.3,0.06,274.0,49.06230086956522
1566,THIRURANGADY,KERALA,6.7,6.6,0.8,0.12,295.0,44.89652956521739
2426,VANSADHARA AT MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),ODISHA,7.5,7.9,1.0,1.0,2906.0,124.8907672463768
1633,SIMSANG RIVER WILLIAMNAGAR,MIZORAM,8.23,7.38,1.55,3.55,255.0,57.09693246376811
1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",PUNJAB,5.8,7.2,6.0,4.3,1450.0,132.4716455072464
18,"PERIYAR AT KALADY, KERALA",KERALA,7.29,6.59,1.07,0.23,222.0,42.57448118840579
2337,KADAMBAYAR AT BRAHMAPURAM,KERALA,0.6,6.7,4.1,1.28,400.0,107.76404057971016
18,"PERIYAR AT KALADY, KERALA",KERALA,6.8,6.847,1.5,0.22,0.22,48.373507942029
1092,"KALU AT ATALE VILLAGE, MAHARASHTRA",MAHARASHTRA,5.5,7.7,7.6,0.72,410.0,134.30207304347826
2702,"SAVITRI RIVER AT SHEDAV DOH, MAHAD,RAIGAD",MAHARASHTRA,6.3,7.7,3.5,1.1,4.0,83.369244057971
2198,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),MAHARASHTRA,5.2,7.0,16.3,0.35,500.0,200.92496057971013
2464,"DAMANGANGA D/S OF M/S SURAT BEVERAGES, VILLAGE DADRA, SILVASSA",DAMAN,6.7,7.7,4.0,2.6,137.0,89.16405623188408
1400,"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",GOA,6.0,7.6,1.2,0.17,5129.0,177.14228492753622
1455,"RUSHIKULYA AT GANJAM U/S, ORISSA",ORISSA,7.7,8.1,1.9,0.9,1675.0,106.9638
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",TRIPURA,6.6,7.9,4.2,1.9,510.0,102.94012985507248
1427,"UMTREW AT BYRNIHAT EAST, MEGHALAYA",MEGHALAYA,7.2,7.0,5.2,2.6,140.0,85.08896144927535
1341,"PAMBA AT THAKAZHY, KERALA",KERALA,4.5,6.9,0.7,1.17,218.0,58.34306260869566
1428,"KHARKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",MEGHALAYA,3.1,3.825,5.9,2.5077777777777777,26.0,53.2911197037037
2299,R RAMAPURAM AT RAMAPURAM BRIDGE,KERALA,4.6,6.7,1.5,0.6,72.0,60.63653565217392
1428,"KYRHUKHLA NR SUTNGA KHLIERIAT,JAINTIA HILLS ",MEGHALAYA,5.5,2.9,6.8,1.12,18.0,33.44898637681159
2333,PERIYAR AT MUPPATHADAM,KERALA,6.8,6.9,1.4,0.23,388.0,57.19930927536233
1404,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",TRIPURA,7.7,7.663333333333333,1.3,0.3344444444444445,423.6666666666667,65.74273592592591
1340,"MANIMALA  AT KALLOOPARA, KERALA",KERALA,7.2,6.8,1.2,0.45,706.0,58.62483478260869
1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",HIMACHAL PRADESH,7.2,9.01,4.6,2.96,12.0,111.88203144927532
1631,"MYNTDU RIVER JOWAI, MEGHALAYA",MEGHALAYA,6.6,7.1,2.6,2.8,2142.0,111.59132985507247
3182,RIVER ZUARI AT MARCAIM JETTY,GOA,5.3,7.3,1.5,0.08,1976.0,107.6230736231884
3380,"DAMRING RIVER (KRISHNEI RIVER) AT RESUBELPARA, EAST GARO HILLS",MEGHALAYA,7.5,7.3,1.8,2.8,30.0,56.30134724637681
1572,"PADIYATHADKA, KERALA",KERALA,7.4,6.8,0.3,0.2,160.0,37.554187536231886
1329,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNADU",TAMILNADU,6.9,6.3,3.5,0.0,17.0,56.2751356521739
2285,R MAMOM AT MAMOM BRIDGE,KERALA,7.0,6.8,0.7,0.43,225.0,44.46998202898551
1643,"NAGAVALLI AT RAYAGADA D/S, ORISSA",ORISSA,7.6,8.1,1.5,0.5,2360.0,119.2454736231884
3377,"MYNTANG RIVER AT NARTIANG, JAYANTIA HILLS",MEGHALAYA,7.5,7.0,1.7,2.2,18.0,49.86106724637681
2082,"TRIVENI SANGAM, NR. SOMNATH TEMPLE, VERAVAL, DIST. JUNAGADH.",GUJARAT,6.3,7.9,1.83,1.22,105.0,83.92488405797103
1717,"KODRA DAM, MOUNT ABU, RAJASTHAN",RAJASTHAN,5.0,7.92,1.44,0.15,17.0,75.36250782608697
2285,R MAMOM AT MAMOM BRIDGE,KERALA,6.2,7.2,0.8,0.23,331.0,58.52361101449275
2422,"NAGAVALLI AT PENTA U/S, JAYKAYPUR TOWN",ORISSA,7.3,8.0,1.6,0.69,2346.0,119.57174782608698
1631,"MYNTDU RIVER JOWAI, MEGHALAYA",MEGHALAYA,7.58,7.03,2.08,2.65,2350.0,105.61001768115943
1152,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",MAHARASHTRA,6.7,7.8,3.6,1.0,43.0,84.86338289855074
2713,"VASHISHTI RIVER AT D/S OF THREE M PAPER MILLS NEAR CHIPLUN WATER INTAKE JACKWELL, KHERDI, RATNAGIRI",MAHARASHTRA,7.0,7.4,2.7,0.9,3.25,67.62519369565219
1572,CHANDRAGIRI AT PADIYATHADKA,KERALA,7.4,7.2,0.7,0.11,54.0,45.58160753623188
43,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",KERALA,6.7,6.7,1.3,0.4,309.0,51.41834289855073
2288,R PALLICKAL AT NELLIMUKAL,KERALA,6.0,7.6,1.3,1.1,212.0,68.24400492753622
2336,R PERIYAR AT PURAPPALLIKAVU,KERALA,7.2,6.7,1.1,0.28,245.0,45.84050811594204
1330,"TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU",TAMIL NADU,7.9,7.205555555555555,2.7,0.52,0.52,59.81603986473429
3026,"TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI",TAMILNADU,7.1,7.4,1.8,0.07,34.0,59.75733507246376
3352,"UMKHEN AT DIENGPASOH, EAST KHASI HILLS",MEGHALAYA,7.8,7.1,1.5,2.97,19.0,48.494753043478255
2271,"RIVER SAL PAZORKHONI,CUNCOLIM(NEAR CULVERT MARGAONAN CANACONA NATIONAL HIGHWAY)",GOA,6.3,6.4,1.6,1.4,7592.0,214.45630405797107
2050,TLAWNG UPSTREAM AIZAWL,MIZORAM,8.1,7.1,1.0,0.11,2.0,41.9762588405797
1548,"RIVER ASSONORA AT ASSONORA, GOA",GOA,6.6,6.5,1.0,0.14,4073.0,130.2830031884058
2708,"SURYA RIVER AT INTAKE OF VASAINANVIRAR W/S SCHEME, MASVAN, PALGHAR, THANE",MAHARASHTRA,6.7,8.0,5.0,0.3,14.0,100.00568956521738
1151,PATALGANGA AT SHILPHATA,MAHARASHTRA,6.7,7.4,3.7,0.4,514.0,89.31330289855073
3353,"UMIAM MAWPHLANG RIVER AT NONGKREM, EAST KHASI HILLS",MEGHALAYA,6.6,7.0,2.3,4.0,29.0,59.95316985507246
1860,BALEHWAR KHADI AT N.H. NO. 8,GUJARAT,6.7,8.0,1.5,0.18,1500.0,102.6614295652174
2294,R KALLAI AT KALLAI BRIDGE,KERALA,3.5,7.3,1.3,0.62,560.0,87.33843884057971
1093,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",MAHARASHTRA,6.3,7.6,3.67,0.37,157.0,86.54121072463768
2290,R PUZHACKAL AT PUZHACKAL BRIDGE,KERALA,4.5,6.5,1.1,0.34,400.0,59.12959594202899
2331,R BHARATHAPUZHA AT KUTTIPPURAM,KERALA,6.9,7.7,0.7,0.46,255.0,61.19888898550724
2624,MARKANDA U/S KALA AMB,HIMACHAL PRADESH,7.7,7.7,1.3,0.3,12.0,57.235320000000016
2706,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",MAHARASHTRA,6.8,8.1,3.8,1.0,32.0,91.130355942029
2688,"PATALGANGA AT SAVROLI BDG, KHALAPUR. RAIGAD",MAHARASHTRA,6.7,7.3,3.4,0.57,133.0,76.41084956521739
1701,"D/S JHARMAL NADI, PUNJAB",PUNJAB,6.5,7.4,4.3,1.9,1158.0,113.34727281159424
1156,"PAMBA AT CHENGANNUR, KERALA",KERALA,6.1,7.2,0.7,1.04,181.0,54.755997971014494
3464,"CHALIYAR AT NILAMBUR, MALAPPURAM",KERALA,7.1,7.4,0.6,0.5,1921.0,91.48590840579712
2709,"TANSA NEAR ROAD BDG, VILL DAKEWALI, WADA, THANE",MAHARASHTRA,7.2,7.5,4.0,0.15,29.0,80.42872978260871
2696,"PEHLAR DAM ON PEHLAR RIVERNANINLET OF WATER WORKS, VASAI, THANE",MAHARASHTRA,6.8,7.7,3.6,0.43,38.0,82.486235942029
1246,"DAMANGANGA AT KACHIGAON D\S (DAMAN),GUJARAT",GUJARAT,5.0,7.22,19.66,0.45,9625.0,443.81253382608696
1703,"GHAGGER AT MOONAK, PUNJAB",PUNJAB,4.9,7.7,21.0,4.2,28000.0,875.1705947826088
3380,"DAMRING RIVER (KRISHNEI RIVER) AT RESUBELPARA, EAST GARO HILLS",MEGHALAYA,7.6,7.2,1.8,2.56,24.0,53.92036028985508
1865,RIVER DHADAR AT KOTHADA,GUJARAT,5.3625,0.0,10.535555555555554,6.0,26.0,17.573005386473422
2276,"RIVER BICHOLIM VARAZAN NAGAR , BICHOLIM",GOA,7.4,6.8,1.7,0.4,11633.0,307.3618142028986
2301,R KAVVAI AT KUTTIYOL PALAM,KERALA,6.6,5.9,0.7,0.1,540.0,37.91992985507248
2298,R KUPPAM AT RAYAROM,KERALA,7.4,6.9,1.1,0.3,70.0,44.26678086956522
1643,"NAGAVALLI AT RAYAGADA D/S, ORISSA",ORISSA,7.6,8.1,1.35,1.43,2025.0,110.3863936231884
1702,"GHAGGAR AT U/S JHARMAL NADI, PUNJAB",PUNJAB,6.2,7.6,3.7,2.23,8633.0,285.4933576811594
1705,GHAGGAR AT U/S SARDULGARH,PUNJAB,5.4,7.4,22.0,8.3,10000.0,475.8181466666667
1341,"PAMBA AT THAKAZHY, KERALA",KERALA,6.87,6.83,0.63,0.57,1900.0,82.45829573913045
1156,"PAMBA AT CHENGANNUR, KERALA",KERALA,6.9,6.8,0.73,0.44,2000.0,84.88104231884058
20,"CHALIYAR AT KOOLIMADU, KERALA",KERALA,7.3,7.4,0.8,0.31,2984.0,116.06640115942032
17,"PERIYAR AT ALWAYE, KERALA",KERALA,6.4,6.676,1.7,0.51,0.51,49.1521774347826
2199,SAVITRI RIVER AT OVALE VILLAGE.,MAHARASHTRA,6.7,7.3,3.5,1.8,4.833333333333333,76.54394623188405
1642,"NAGAVALLI AT JAYKAYPUR D/S, ORISSA",ORISSA,7.4,7.9449999999999985,3.0,0.96,0.96,80.2131328695652
3184,"SAL AT ORLIM BRIDGE, ORLIM",GOA,4.0,6.8,1.8,0.34,818.0,82.11893072463768
1566,"R KADALUNDI AT THIRURANGADY, KERALA",KERALA,6.7,6.9,1.7,0.2,155.0,54.86177623188407
2696,"PEHLAR DAM ON PEHLAR INLET OF WATER WORKS, VASAI, THANE.",MAHARASHTRA,7.0,7.9,2.9,0.55,30.0,78.63312202898551
2289,R KARUVANNURR AT KARUVANNUR BRIDGE,KERALA,6.1,6.8,1.1,0.58,80.0,49.09042463768117
3383,"BUGI RIVER AT MIBANPARA, SOUTH GARO HILLS",MEGHALAYA,7.2,7.5,2.3,3.8,33.0,65.82726144927534
17,"PERIYAR NEAR ALWAYENANELOOR, KERALA",KERALA,5.0,6.9,1.8,0.4,290.0,67.68212115942029
3468,"PERIYAR AT KWA INTAKENAN ALUVA, ERNAKULAM",KERALA,6.6,7.0,1.3,0.3,228.0,55.18011652173913
2714,"VASHISHTI RIVER AT U/S OF POPHALI NEAR KONPHANSAWANE BRIDGE, CHIPLUN, RATNAGIRI",MAHARASHTRA,7.3,7.7,2.9,2.0,3.0,73.27551449275364
2273,"RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM",GOA,5.1,7.5,2.3,0.38,1201.0,101.73601553623187
1703,GHAGGAR AT MOONAK,PUNJAB,5.3,7.4,26.9,8.1,36250.0,1106.673286956522
2331,R BHARATHAPUZHA AT KUTTIPPURAM,KERALA,7.2,7.4,0.9,0.46,1325.0,80.36960811594204
1404,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",TRIPURA,4.7,7.4,3.141111111111111,0.11,308.0,89.3229309178744
1632,"GANOL, TURA, MEGHALAYA",MEGHALAYA,8.45,6.95,1.2,2.6,222.5,44.63444949275363
1159,TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD. PAPAVINASAM,TAMILNADU,7.3,7.6,1.9,0.06,32.0,63.12268782608696
1570,"HOSDURG, KERALA",KERALA,6.8,7.08,0.98,0.16,127.0,54.869011942029
1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",HIMACHAL PRADESH,7.1,7.5,1.3,0.0,9.0,56.53666173913044
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI",PUNJAB,5.3,7.3,9.9,5.0,2150.0,187.9854736231884
2053,"TUIRIAL LOWER CATCHMENT, MIZORAM",MIZORAM,7.7,7.9,0.4,0.145,26.5,53.014543333333336
1094,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",MAHARASHTRA,7.0,7.6,3.5,0.6,33.0,78.79686869565218
1865,RIVER DHADAR AT KOTHADA,ANDHRA PRADESH,3.9,7.92,14.85,1.41,6.0,199.42296434782608
2304,R MOGRAL AT MOGRAL BR.,KERALA,5.9,7.0,1.5,0.35,42.0,61.12141188405797
2335,R PERIYAR AT KALAMASSERY,KERALA,5.1,6.8,1.6,0.22,555.0,69.06505420289855
1340,"MANIMALA  AT KALLOOPARA, KERALA",KERALA,7.0,6.808,0.4,0.35,0.35,37.65389636231884
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",PUNJAB,4.9,6.6,13.1,2.6,2875.0,221.77788144927536
2689,"PATALGANGA RIVER AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, RAIGAD.",MAHARASHTRA,5.9,7.4,6.4,0.4,19.0,105.98451855072464
2687,"PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD",MAHARASHTRA,6.7,7.4,3.2,0.75,45.0,74.40864956521739
2702,"SAVITRI AT SHEDAV DOH,,RAIGAD",MAHARASHTRA,6.3,7.9,2.5,2.32,2.0,78.06941072463769
1393,DAMANGANGA AT D/S OF MADHUBAN,DAMAN,7.1,7.8,8.0,0.08,8.5,121.0196284057971
1860,BALEHWAR KHADI AT N.H. NO. 8,GUJARAT,6.2,8.11,11.33,0.39,14050.0,474.7655043478261
1701,"D/S JHARMAL NADI, PUNJAB",PUNJAB,4.4,7.2,18.1,3.75,17250.0,610.0595495652174
1448,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",ANDHRA PRADESH,6.2,7.6,0.5,0.5,1318.0,89.92763101449275
3369,"KYNSHI RIVER AT SOHIONG, WEST KHASI HILLS",MEGHALAYA,7.3,7.1,1.3,2.0,15.0,48.93401449275361
2291,R KEECHERI AT VADAKKANCHERY BRIDGE,KERALA,6.3,7.0,2.8,0.37,142.0,68.03703072463769
3371,"KYNSHI RIVER AT RANIKOR, WEST KHASI HILLS",MEGHALAYA,8.3,7.0,1.7,2.86,16.0,46.043411594202894
2333,RIVER PERIYAR AT MUPPATHADAM,KERALA,6.4,7.2,1.4,0.23,362.0,63.64859710144927
